6
1
24	20	22	6	-1	1	26	14	34	33	31	19	12	8	9	17	27	-1	3	16	-1	15	-1	32	4	21	23	11	28	7	10	29	25	-1	35	5
8	25	12	11	9	7	-1	-1	18	32	-1	6	-1	35	-1	4	30	3	-1	-1	-1	29	31	-1	33	5	20	1	14	2	24	15	36	-1	-1	19
-1	4	23	36	35	-1	2	3	16	17	22	12	-1	19	21	7	34	10	11	-1	25	1	13	20	26	9	30	24	32	8	18	14	31	6	-1	-1
17	26	-1	5	27	32	-1	10	-1	25	20	29	33	-1	36	13	1	31	30	14	7	28	4	21	12	19	-1	22	3	18	8	11	34	16	2	23
-1	10	-1	15	33	16	-1	30	28	23	8	-1	18	22	32	-1	29	2	6	-1	17	5	36	9	-1	27	-1	31	25	13	-1	7	21	26	-1	3
21	30	19	-1	31	2	7	-1	11	36	-1	4	14	28	25	26	15	-1	22	24	18	-1	-1	-1	16	6	29	34	17	-1	33	20	13	9	-1	27
-1	17	29	2	5	-1	25	27	33	-1	9	18	-1	-1	-1	34	31	8	20	22	16	19	-1	1	-1	10	3	26	12	4	30	-1	28	14	23	21
6	18	-1	34	11	8	21	22	14	20	16	24	3	-1	10	-1	36	17	26	25	-1	23	12	30	1	35	15	32	33	29	31	2	9	19	-1	13
12	33	20	3	16	36	34	7	26	-1	-1	-1	27	4	35	32	6	29	15	2	13	31	21	-1	25	-1	9	14	11	30	5	-1	-1	22	1	8
25	14	32	24	-1	-1	15	31	19	10	2	35	-1	-1	28	11	-1	30	4	34	27	36	17	-1	23	-1	13	-1	18	20	26	3	29	-1	-1	16
9	31	21	30	-1	4	23	17	-1	8	5	13	19	12	-1	1	24	26	32	3	33	-1	10	14	-1	28	7	-1	34	16	25	27	11	36	18	6
28	23	26	13	-1	-1	12	29	30	-1	-1	3	9	15	14	22	33	16	8	35	11	-1	5	24	19	31	17	6	2	27	32	4	7	-1	20	10
29	36	9	22	21	3	-1	5	-1	14	11	33	32	31	17	16	-1	18	-1	-1	28	25	7	2	35	12	19	8	30	10	6	26	23	-1	15	20
15	-1	5	-1	-1	23	1	21	4	9	35	20	24	2	-1	33	10	11	31	-1	14	16	26	34	17	25	-1	29	27	-1	12	32	18	8	13	30
-1	2	24	31	-1	17	18	28	29	16	3	32	25	20	15	19	22	-1	10	12	30	33	-1	23	34	-1	21	9	-1	-1	27	1	-1	7	36	-1
10	16	27	33	30	34	13	-1	8	12	26	17	6	-1	7	9	14	-1	18	-1	5	-1	15	-1	11	36	22	23	20	-1	21	19	35	31	28	24
-1	1	14	-1	18	11	-1	-1	15	22	36	7	26	21	34	29	28	23	24	-1	8	35	27	13	5	2	4	-1	31	-1	-1	9	16	33	10	17
19	-1	35	4	13	20	27	34	31	2	30	-1	8	-1	1	-1	12	5	9	36	32	21	29	17	7	16	24	18	26	33	3	-1	14	-1	-1	22
26	3	-1	21	-1	12	-1	9	-1	15	34	10	30	5	4	25	2	35	28	23	19	11	22	16	-1	29	8	33	36	-1	7	24	6	-1	31	1
13	27	34	23	-1	10	5	33	24	-1	28	8	17	18	20	-1	26	1	35	31	-1	14	9	12	32	7	25	16	-1	-1	29	30	22	11	19	-1
1	7	25	-1	22	30	16	23	6	13	-1	26	-1	32	12	14	-1	19	5	15	4	8	2	3	-1	18	-1	21	35	17	36	33	-1	20	-1	-1
4	6	-1	35	29	-1	20	18	32	3	-1	11	16	-1	-1	8	21	-1	27	26	1	34	30	36	22	13	2	10	24	15	-1	25	17	5	9	28
5	19	33	-1	15	14	35	25	36	7	29	1	11	6	23	10	3	9	13	-1	21	-1	18	-1	20	30	27	28	4	26	16	-1	32	2	-1	-1
-1	9	11	32	17	18	-1	4	22	19	27	2	-1	7	13	15	-1	36	33	-1	29	20	24	10	3	1	-1	5	6	31	23	34	26	12	21	14
35	12	17	-1	-1	22	31	-1	23	4	1	21	5	11	27	18	19	-1	36	9	10	30	14	33	15	20	-1	25	8	3	-1	6	-1	34	29	32
31	24	-1	26	3	21	28	2	35	-1	7	14	22	13	-1	-1	16	34	1	5	-1	-1	6	8	18	17	11	-1	23	-1	19	36	10	30	-1	33
30	34	13	16	23	29	32	11	9	5	17	25	28	-1	8	6	7	20	2	4	3	27	35	-1	-1	-1	36	-1	10	14	1	12	-1	24	-1	26
7	11	10	-1	20	25	30	12	27	-1	18	22	4	24	3	-1	9	32	23	29	-1	13	16	-1	31	33	6	-1	-1	28	2	21	5	-1	8	-1
32	-1	6	1	2	5	8	16	-1	26	15	-1	36	33	-1	-1	35	-1	25	7	20	18	19	31	24	22	34	27	29	21	9	28	-1	3	17	11
18	-1	-1	14	28	19	29	6	3	24	10	-1	-1	23	31	30	17	-1	12	21	26	-1	34	22	13	-1	32	7	9	5	4	16	20	15	27	35
36	-1	30	10	6	-1	14	-1	20	21	32	5	35	-1	24	28	25	-1	7	27	-1	2	-1	-1	-1	15	12	3	16	-1	-1	13	-1	1	-1	34
14	28	3	-1	32	13	33	36	2	-1	25	27	21	1	16	-1	18	-1	34	30	6	26	23	35	29	11	10	17	19	24	22	8	12	4	7	9
33	29	8	-1	1	9	17	24	12	-1	6	31	-1	10	19	20	13	14	16	-1	-1	-1	11	18	27	4	35	-1	7	-1	28	23	3	-1	5	15
-1	22	31	18	19	24	-1	15	1	34	4	28	-1	27	26	2	8	7	17	13	36	3	20	29	9	23	5	30	21	32	11	35	33	10	14	25
20	21	2	12	4	26	-1	13	7	35	23	9	29	30	-1	3	11	33	19	32	15	22	8	5	14	34	28	-1	1	6	-1	17	24	27	16	36
16	15	-1	27	7	35	3	19	-1	11	-1	-1	34	9	22	5	-1	12	14	10	24	4	33	28	8	26	18	2	13	36	20	31	30	21	6	29
