6
1
34	27	32	21	-1	1	15	5	-1	8	6	16	23	7	19	30	-1	35	-1	20	9	33	17	4	31	13	14	22	-1	11	3	28	18	10	2	29
4	10	33	2	-1	16	25	22	-1	26	31	12	9	29	-1	6	17	-1	32	11	18	3	36	15	8	1	27	7	-1	-1	20	34	23	21	24	5
5	18	25	15	11	22	28	2	-1	21	10	24	26	36	-1	3	31	8	30	23	7	1	12	14	20	33	4	6	35	9	19	32	-1	-1	-1	17
30	-1	-1	-1	24	31	3	27	14	29	4	36	28	15	34	25	-1	1	19	10	22	21	35	13	26	23	2	17	18	-1	8	7	11	12	6	9
29	-1	35	7	19	14	32	20	9	23	18	33	12	-1	11	16	10	4	6	2	26	8	24	28	15	34	-1	21	5	30	27	25	13	36	22	31
36	6	20	8	23	-1	1	17	11	30	35	7	13	-1	21	2	32	33	5	-1	27	25	-1	29	16	24	-1	19	10	12	15	14	26	-1	4	-1
26	20	2	25	21	34	36	23	17	24	30	31	11	9	6	27	19	14	28	-1	3	-1	10	35	5	4	32	15	16	33	-1	13	12	8	18	1
-1	12	36	16	10	19	9	34	33	13	26	21	20	22	17	31	-1	23	18	-1	24	5	27	-1	-1	7	8	11	14	2	28	-1	25	-1	35	15
-1	-1	6	13	18	-1	10	28	16	1	-1	2	-1	3	7	32	5	15	20	30	34	26	29	22	-1	19	21	24	27	23	33	11	14	17	9	4
11	22	14	5	1	32	19	18	29	-1	15	4	36	24	30	8	28	25	21	12	16	7	2	17	34	3	13	35	9	-1	6	20	10	27	31	26
15	3	-1	-1	28	27	7	-1	8	20	-1	22	4	21	12	-1	35	2	33	14	11	32	31	23	36	6	17	1	26	25	24	30	19	-1	29	-1
35	17	7	30	4	33	14	-1	12	25	11	5	18	1	13	34	29	26	-1	9	6	-1	15	8	-1	-1	28	10	31	20	2	36	16	32	3	-1
25	13	3	19	33	29	6	12	2	-1	17	14	16	31	27	-1	-1	22	10	28	-1	30	32	-1	1	35	26	4	-1	24	21	23	15	9	20	18
6	5	18	35	26	20	31	25	36	27	19	-1	17	32	14	-1	30	-1	13	29	8	22	-1	2	11	16	23	28	15	21	7	33	-1	-1	34	24
2	4	16	34	32	21	5	33	7	35	23	10	-1	28	8	13	9	3	36	15	-1	20	-1	-1	14	18	-1	-1	25	29	-1	26	27	30	1	12
17	11	27	31	-1	36	8	15	13	32	9	-1	10	19	24	35	26	20	14	7	1	4	16	18	12	-1	22	34	6	-1	29	-1	3	5	28	-1
-1	23	9	-1	-1	8	30	21	34	-1	28	1	29	4	-1	33	15	-1	26	17	25	11	5	24	3	10	36	31	7	19	-1	2	6	14	16	22
12	15	28	1	14	24	29	3	26	22	20	-1	2	-1	5	7	11	6	31	34	21	9	23	19	30	-1	33	27	8	32	35	4	-1	25	17	10
32	8	5	10	12	3	23	-1	4	31	-1	18	25	13	22	28	1	-1	2	36	-1	14	20	6	9	-1	7	16	30	15	-1	17	21	19	-1	34
-1	-1	-1	-1	27	13	24	6	-1	19	29	9	32	34	10	36	16	31	25	1	-1	23	4	3	-1	17	18	33	12	5	11	8	35	2	26	20
33	36	23	6	7	28	-1	1	21	17	-1	34	-1	2	29	11	-1	27	9	35	10	18	8	26	25	22	20	14	-1	13	30	12	32	16	-1	3
-1	21	31	26	-1	2	27	-1	15	12	33	3	30	20	23	9	24	-1	17	16	5	-1	34	-1	35	11	29	-1	32	10	22	18	28	7	-1	14
22	30	17	4	25	11	-1	26	10	28	-1	8	15	5	33	14	3	18	-1	32	12	24	-1	7	19	-1	6	2	21	27	31	9	29	23	13	36
-1	1	29	14	20	9	35	32	-1	11	16	-1	7	8	-1	-1	12	19	22	33	-1	31	21	30	4	36	34	23	28	-1	10	27	24	6	5	25
24	29	8	32	-1	4	17	13	-1	15	1	30	14	6	18	23	20	12	35	26	33	-1	22	10	27	25	5	9	34	3	-1	16	-1	28	36	7
10	34	19	9	30	25	21	8	-1	7	5	29	22	-1	26	17	2	-1	4	6	14	13	28	-1	18	-1	11	-1	-1	16	32	-1	1	15	27	35
18	2	-1	23	16	35	20	9	25	6	34	11	-1	30	28	10	27	36	3	-1	15	29	7	32	24	21	-1	13	22	1	17	-1	5	31	12	19
1	31	26	3	22	15	2	36	-1	16	32	23	34	11	35	21	13	29	8	24	-1	19	18	9	17	20	12	-1	-1	7	25	10	33	4	14	30
13	14	12	-1	36	7	-1	10	-1	4	24	-1	3	33	32	15	8	5	27	25	2	34	1	16	29	31	19	26	23	28	18	6	20	22	11	21
27	-1	-1	28	17	6	22	35	18	3	14	19	24	25	4	1	7	16	-1	21	20	12	11	31	-1	32	30	8	33	36	13	29	34	26	23	2
3	7	34	27	13	30	-1	14	22	10	-1	20	8	17	15	29	21	24	-1	18	32	16	6	1	23	26	9	12	19	35	4	5	36	11	33	28
-1	33	10	11	-1	-1	-1	29	30	5	2	6	31	16	-1	20	-1	28	12	8	23	35	19	21	22	14	25	-1	1	34	9	3	7	18	15	13
31	9	21	29	5	17	-1	-1	27	18	13	26	1	35	-1	19	4	30	11	3	28	10	14	34	7	2	16	32	36	8	12	-1	22	20	25	23
14	28	15	20	35	23	11	16	1	9	21	-1	6	-1	25	12	36	7	-1	4	29	2	33	5	10	30	31	18	24	-1	26	19	17	-1	32	27
8	32	1	-1	-1	26	33	19	28	-1	12	35	5	18	9	22	14	10	7	31	17	27	25	36	6	15	3	20	29	4	-1	24	2	34	30	16
19	16	22	12	2	18	4	24	31	36	3	25	27	23	-1	26	34	32	15	13	30	-1	9	20	21	28	-1	5	11	17	1	-1	8	35	10	6
