6
1
-1	23	4	-1	-1	-1	5	-1	8	26	-1	-1	20	-1	-1	25	-1	31	3	-1	-1	-1	6	-1	-1	-1	32	13	-1	27	-1	-1	-1	-1	1	12
-1	-1	-1	-1	35	8	17	14	-1	29	21	7	-1	2	30	-1	-1	-1	-1	25	15	-1	-1	22	1	-1	19	-1	34	-1	-1	-1	11	4	3	-1
16	-1	-1	25	9	-1	28	31	-1	18	30	-1	-1	4	26	6	15	-1	-1	24	17	-1	20	-1	-1	-1	-1	2	-1	21	-1	23	-1	-1	-1	-1
-1	36	-1	5	-1	-1	-1	-1	13	-1	-1	12	35	18	33	16	-1	-1	-1	8	31	-1	11	30	-1	9	24	-1	23	-1	-1	29	22	27	10	19
7	1	-1	-1	-1	-1	-1	-1	-1	35	-1	20	-1	23	3	24	-1	-1	-1	-1	34	28	12	-1	-1	-1	15	8	-1	-1	-1	14	2	-1	16	-1
19	-1	21	13	26	-1	9	11	3	27	-1	10	1	32	29	-1	17	22	2	-1	35	14	23	-1	-1	33	4	-1	-1	7	36	15	5	31	-1	-1
23	-1	-1	27	-1	18	-1	-1	10	16	-1	-1	6	34	-1	33	-1	-1	-1	-1	-1	35	-1	26	-1	24	36	-1	-1	28	-1	9	-1	-1	12	15
36	19	1	-1	-1	-1	-1	12	-1	24	27	-1	-1	-1	21	2	-1	23	-1	22	-1	6	18	-1	16	10	13	7	30	34	8	25	17	-1	-1	-1
3	32	-1	14	-1	-1	-1	-1	-1	21	-1	-1	-1	-1	-1	-1	-1	15	-1	17	-1	-1	-1	25	-1	5	11	27	-1	-1	26	-1	4	28	-1	-1
17	15	2	8	-1	7	-1	-1	-1	14	-1	19	16	-1	10	31	18	36	32	34	-1	23	-1	-1	-1	25	9	12	33	26	-1	3	-1	5	29	-1
20	6	31	33	16	-1	-1	5	-1	-1	-1	28	-1	22	1	13	-1	29	27	9	10	3	-1	-1	32	23	-1	-1	-1	8	30	-1	24	36	34	-1
-1	22	-1	-1	-1	28	-1	26	36	1	2	25	-1	12	-1	9	14	-1	-1	16	-1	-1	24	4	-1	-1	-1	-1	3	-1	-1	35	7	-1	33	-1
-1	2	22	15	23	24	32	33	16	34	-1	17	-1	-1	19	-1	-1	11	-1	18	-1	36	-1	20	-1	-1	30	4	9	5	31	-1	-1	1	-1	29
11	35	3	10	-1	17	-1	19	15	-1	-1	-1	25	1	-1	4	-1	7	-1	30	22	-1	-1	2	-1	-1	27	23	20	-1	24	16	9	-1	18	5
26	30	-1	36	-1	-1	-1	-1	-1	5	-1	-1	-1	-1	-1	28	20	-1	-1	33	23	-1	14	27	-1	-1	3	31	6	-1	34	32	-1	17	19	2
