6
1
24	25	16	-1	11	7	35	-1	22	-1	19	2	30	33	4	32	3	9	-1	1	5	-1	-1	21	27	-1	34	23	17	13	8	6	29	36	-1	-1
4	2	-1	13	10	-1	25	7	16	-1	36	-1	28	1	-1	18	5	-1	-1	-1	-1	32	26	-1	-1	33	9	15	-1	21	27	-1	23	12	-1	-1
23	9	-1	-1	-1	5	33	14	13	10	-1	-1	2	-1	-1	20	19	-1	11	-1	30	16	-1	-1	-1	4	-1	1	-1	24	32	3	22	35	-1	-1
27	-1	36	-1	26	-1	-1	24	29	5	31	-1	-1	35	23	-1	34	-1	12	28	-1	33	7	-1	2	22	19	-1	8	10	30	14	15	-1	-1	17
22	28	-1	-1	-1	14	18	-1	20	32	-1	27	12	7	-1	-1	-1	-1	-1	3	-1	13	15	-1	-1	-1	-1	-1	31	-1	-1	5	25	-1	-1	11
12	15	6	1	-1	29	26	30	11	-1	-1	-1	-1	-1	21	-1	22	-1	-1	31	-1	19	9	8	35	16	-1	-1	18	-1	7	-1	-1	-1	2	-1
-1	10	2	25	33	26	3	19	7	13	16	23	-1	5	17	-1	30	-1	8	-1	12	24	35	-1	34	15	1	4	-1	18	-1	29	36	28	11	9
-1	-1	-1	-1	-1	28	-1	-1	2	18	11	-1	-1	34	-1	14	15	16	3	20	9	-1	21	-1	-1	-1	23	22	-1	31	17	-1	-1	6	8	-1
20	-1	-1	-1	36	4	5	8	-1	29	35	-1	24	-1	-1	-1	1	-1	18	-1	10	14	19	-1	33	3	-1	9	32	27	-1	-1	-1	26	22	12
-1	-1	14	30	-1	-1	-1	-1	9	-1	-1	31	10	-1	36	-1	29	23	1	-1	28	27	-1	33	-1	20	-1	25	-1	35	-1	16	-1	5	-1	24
35	16	-1	6	18	-1	-1	-1	17	-1	34	14	13	-1	-1	-1	25	-1	-1	-1	-1	-1	32	-1	30	29	8	-1	21	5	19	-1	-1	31	23	20
1	34	21	19	22	32	-1	-1	-1	26	12	28	-1	-1	-1	-1	-1	35	15	6	17	-1	13	-1	16	-1	24	7	-1	11	-1	10	27	25	4	33
3	20	34	4	30	19	27	-1	6	-1	25	-1	-1	23	-1	-1	21	-1	5	9	-1	22	12	13	26	-1	31	-1	2	-1	-1	15	-1	7	18	16
-1	-1	15	9	-1	35	34	5	12	1	-1	30	32	-1	27	26	4	10	28	-1	6	8	36	-1	22	14	25	11	16	7	-1	-1	19	29	-1	-1
6	-1	8	26	28	33	20	-1	35	7	-1	-1	-1	14	18	30	-1	13	-1	-1	4	-1	16	10	15	-1	-1	29	-1	-1	11	-1	2	9	25	27
-1	18	-1	14	2	-1	31	-1	-1	-1	28	11	1	-1	-1	12	6	-1	25	7	33	35	-1	15	13	17	-1	19	27	36	4	22	-1	21	-1	34
17	24	12	-1	-1	-1	16	4	15	3	9	8	5	22	-1	34	35	19	31	2	29	20	-1	11	-1	18	-1	-1	-1	23	-1	-1	1	10	14	6
-1	1	-1	31	-1	-1	-1	17	21	-1	10	18	-1	25	7	36	33	-1	26	-1	-1	3	34	-1	4	6	30	12	-1	-1	28	24	-1	23	20	5
18	6	13	-1	3	-1	1	12	5	17	-1	-1	35	19	26	-1	-1	-1	-1	29	21	15	25	-1	20	-1	27	36	-1	14	24	34	-1	-1	32	-1
2	-1	17	24	-1	-1	4	-1	27	-1	20	16	22	-1	33	23	10	-1	7	-1	18	1	6	31	25	9	-1	13	-1	15	-1	-1	11	19	-1	28
29	11	25	-1	15	8	-1	31	19	-1	3	-1	-1	27	9	13	36	14	4	-1	-1	-1	22	-1	-1	1	12	2	35	28	5	20	33	16	-1	7
19	14	23	10	5	20	28	-1	18	2	-1	26	-1	17	29	25	16	30	-1	13	3	34	11	12	-1	32	-1	-1	24	-1	-1	36	-1	-1	-1	1
7	-1	-1	-1	34	31	-1	9	36	-1	-1	-1	6	21	24	8	-1	28	33	26	23	5	27	17	-1	-1	-1	30	-1	4	18	12	14	22	15	29
30	27	32	33	-1	-1	-1	-1	25	22	8	29	15	18	-1	-1	-1	31	-1	19	-1	28	-1	9	17	23	-1	-1	-1	-1	-1	21	26	2	-1	4
31	-1	-1	-1	23	22	13	-1	8	28	26	3	9	-1	-1	33	2	-1	-1	-1	-1	12	18	35	19	21	7	-1	34	29	-1	-1	10	-1	6	15
28	-1	18	-1	25	36	-1	1	34	20	15	-1	-1	24	6	-1	-1	-1	29	22	-1	2	8	-1	-1	31	-1	-1	30	17	14	-1	7	32	3	-1
-1	-1	5	-1	35	16	23	-1	-1	-1	14	-1	17	10	-1	-1	13	-1	30	32	-1	-1	3	-1	11	-1	-1	33	-1	8	12	19	-1	-1	-1	36
-1	-1	-1	11	9	30	-1	10	24	19	2	17	-1	28	34	1	18	-1	-1	27	26	21	-1	23	5	35	-1	16	4	-1	22	31	20	-1	29	25
26	-1	1	-1	7	-1	-1	-1	-1	-1	32	-1	11	16	8	3	27	20	36	-1	-1	17	4	25	12	-1	-1	-1	14	6	35	-1	-1	-1	9	-1
-1	17	-1	-1	-1	-1	9	-1	31	21	-1	33	-1	4	35	5	14	25	-1	15	-1	7	24	1	36	27	-1	3	10	26	-1	8	-1	13	-1	-1
21	-1	33	-1	17	-1	19	-1	-1	-1	27	7	18	26	3	-1	31	34	2	-1	-1	-1	-1	22	23	-1	35	-1	-1	25	16	-1	-1	-1	5	8
-1	-1	-1	-1	-1	24	-1	6	-1	-1	22	35	-1	32	20	29	17	-1	16	-1	31	30	33	-1	28	-1	13	-1	-1	-1	-1	2	9	11	-1	10
16	3	4	32	-1	-1	21	29	-1	12	24	36	-1	8	-1	9	23	-1	35	18	7	6	17	28	14	-1	-1	26	5	1	31	-1	-1	-1	-1	22
10	-1	7	20	-1	-1	-1	-1	30	34	17	13	4	-1	28	19	-1	15	-1	24	36	-1	14	-1	8	11	-1	-1	29	-1	3	1	-1	18	-1	-1
36	13	31	-1	8	-1	-1	16	28	-1	-1	-1	7	-1	-1	-1	11	-1	20	21	-1	-1	23	19	-1	-1	-1	10	-1	30	26	35	12	15	34	-1
9	30	35	-1	-1	-1	32	-1	4	-1	-1	-1	27	2	13	10	-1	22	-1	11	-1	-1	29	34	31	7	-1	20	33	3	23	-1	24	-1	-1	21
