6
1
24	19	-1	23	14	-1	-1	5	11	35	20	1	-1	4	25	29	-1	8	2	6	36	33	34	16	15	27	10	22	18	31	9	-1	-1	17	28	30
35	9	11	-1	16	6	-1	15	7	2	-1	31	-1	18	19	-1	30	5	32	-1	3	14	12	27	34	17	21	4	26	13	24	-1	23	8	10	20
-1	21	-1	13	33	30	14	3	27	29	22	28	26	6	31	1	-1	23	20	10	35	15	5	4	25	12	2	8	9	16	-1	11	32	36	-1	34
12	36	-1	20	26	27	6	17	-1	23	34	24	10	32	3	9	16	7	-1	13	19	25	-1	-1	11	29	1	-1	28	33	15	-1	-1	31	4	22
18	-1	34	25	2	3	8	9	26	-1	13	-1	36	17	14	28	12	27	22	11	23	31	24	30	6	20	-1	-1	32	19	7	33	1	-1	21	35
8	29	7	32	5	-1	-1	12	-1	16	33	-1	24	21	34	11	35	20	9	17	26	18	1	28	-1	14	36	30	-1	23	2	25	27	6	3	19
-1	33	-1	11	30	-1	31	7	14	5	28	19	21	34	35	2	13	-1	8	-1	1	16	15	36	10	24	26	3	20	32	25	29	-1	12	-1	17
3	24	-1	17	31	15	20	33	4	30	16	25	6	10	26	36	-1	-1	-1	32	21	-1	2	35	27	-1	29	34	7	-1	18	8	13	1	14	9
-1	20	22	28	32	9	-1	26	23	-1	1	35	4	30	24	5	-1	19	10	34	14	-1	27	11	-1	25	6	12	2	21	-1	15	-1	-1	-1	3
13	25	-1	21	29	2	3	34	8	22	27	36	14	15	11	-1	32	12	18	9	24	-1	7	33	-1	35	-1	5	4	28	23	30	-1	10	6	16
34	26	19	4	1	7	15	32	17	10	29	6	3	28	27	16	33	-1	12	30	22	-1	31	-1	8	23	9	-1	36	14	-1	35	20	21	5	24
27	16	8	12	35	5	2	24	-1	18	21	-1	1	9	7	22	17	25	-1	3	29	6	13	23	-1	31	30	-1	15	11	-1	-1	36	34	-1	33
30	17	-1	36	-1	11	5	35	-1	19	2	10	16	26	18	20	23	29	34	28	27	-1	21	-1	3	22	14	-1	1	4	8	13	15	9	25	12
7	-1	35	29	15	1	18	31	20	13	11	4	30	-1	17	-1	19	-1	16	26	-1	3	9	-1	32	8	27	24	21	6	28	2	33	5	22	23
23	10	-1	27	20	-1	-1	16	-1	24	26	-1	32	-1	4	7	14	33	-1	31	-1	8	-1	18	-1	36	25	17	29	-1	6	34	-1	-1	-1	-1
4	-1	32	26	18	34	12	21	-1	-1	-1	23	31	-1	-1	27	36	2	33	-1	11	17	-1	-1	13	28	5	20	19	9	30	1	3	14	-1	29
31	2	3	33	28	24	-1	6	30	27	25	-1	34	1	15	21	22	-1	36	14	13	29	-1	-1	12	-1	35	-1	16	18	11	7	17	32	-1	10
19	8	9	22	6	21	28	1	-1	-1	17	14	-1	12	-1	13	24	3	25	4	10	-1	20	5	33	7	23	15	11	34	35	18	26	16	27	36
32	35	28	18	34	12	33	20	6	26	4	13	27	-1	-1	23	10	30	31	2	-1	36	25	-1	1	21	19	11	17	29	5	22	-1	7	24	-1
5	3	33	31	27	22	19	23	-1	17	14	9	-1	-1	1	25	34	18	7	-1	20	32	26	15	-1	4	16	10	13	30	36	28	35	-1	12	21
6	11	21	16	-1	20	-1	29	25	1	15	-1	19	13	32	12	8	-1	24	5	9	35	10	3	-1	18	34	36	31	22	27	17	2	33	23	-1
29	4	25	15	13	14	27	36	12	-1	-1	22	35	33	20	-1	2	-1	30	21	8	1	18	6	28	-1	7	9	-1	24	10	-1	16	3	11	32
9	30	-1	1	10	23	-1	8	32	-1	3	5	15	16	36	-1	7	28	11	33	-1	27	22	19	26	-1	20	25	14	12	29	6	31	13	18	4
26	-1	-1	24	36	-1	11	18	21	7	10	30	29	31	9	3	4	6	13	23	16	34	17	12	5	2	-1	-1	8	35	20	14	19	-1	-1	15
28	6	1	3	-1	8	30	4	31	-1	-1	12	33	-1	2	35	27	15	23	22	7	5	19	34	9	32	24	-1	-1	36	16	26	-1	-1	-1	14
36	-1	27	19	17	33	9	-1	28	32	-1	3	12	22	8	10	18	13	29	20	15	26	35	14	21	11	-1	-1	5	25	31	-1	-1	24	7	2
21	23	31	14	-1	25	-1	22	29	15	36	18	28	7	-1	-1	6	9	3	8	30	-1	4	-1	-1	19	17	-1	10	1	33	12	5	11	-1	-1
15	32	13	-1	-1	26	10	27	5	-1	8	2	25	-1	30	34	31	16	-1	12	28	21	11	9	29	-1	-1	35	23	7	4	3	6	20	17	18
10	22	30	35	24	16	25	-1	34	-1	7	33	-1	36	29	-1	20	21	27	1	17	2	-1	32	14	6	4	18	3	26	13	9	28	19	8	-1
-1	-1	2	-1	7	-1	-1	19	13	21	-1	20	11	14	-1	32	5	26	-1	-1	-1	24	6	-1	30	16	33	28	12	8	22	10	34	23	1	27
-1	-1	24	9	-1	-1	29	-1	16	3	23	27	2	5	28	17	11	14	21	35	32	13	33	10	18	34	22	7	6	-1	1	36	-1	4	31	8
17	18	10	-1	19	36	1	30	-1	20	6	-1	-1	35	22	24	21	34	26	-1	-1	11	29	31	4	13	8	14	-1	2	-1	32	-1	25	16	7
1	12	23	2	-1	4	21	10	35	36	5	7	-1	20	6	19	25	32	15	16	18	-1	-1	8	-1	9	-1	31	27	17	3	24	29	22	-1	11
11	31	6	5	25	32	-1	14	24	9	19	17	13	-1	16	8	1	36	28	27	4	7	-1	-1	-1	33	-1	23	35	15	12	21	10	2	26	-1
22	7	29	8	21	35	-1	2	18	4	32	26	9	-1	10	33	15	31	1	24	6	30	14	25	36	5	12	16	-1	20	34	-1	-1	27	19	13
-1	28	16	34	3	13	22	-1	33	11	31	8	7	29	23	30	26	4	5	36	12	20	-1	2	24	1	32	-1	25	10	14	-1	18	35	9	6
