4
1684
-1	-1	-1	-1	15	-1	-1	-1	-1	-1	6	-1	8	-1	7	-1
-1	-1	-1	-1	-1	-1	-1	-1	15	-1	12	14	11	13	-1	10
-1	-1	14	-1	12	-1	-1	-1	13	-1	-1	11	-1	-1	-1	9
-1	-1	-1	15	6	5	3	9	-1	-1	-1	-1	-1	12	-1	2
-1	5	10	11	-1	13	-1	-1	16	-1	2	-1	14	-1	-1	8
6	-1	-1	14	-1	-1	9	-1	11	-1	-1	-1	-1	-1	-1	-1
12	8	-1	-1	-1	-1	7	-1	-1	4	-1	-1	2	5	-1	13
-1	15	-1	-1	-1	-1	-1	-1	-1	-1	5	12	-1	7	11	-1
-1	-1	-1	-1	4	-1	-1	5	-1	13	-1	3	-1	16	-1	-1
-1	-1	-1	-1	-1	-1	12	-1	-1	15	9	10	-1	-1	-1	14
3	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	16	13	9	5	6
11	12	-1	-1	9	-1	-1	13	-1	5	-1	4	-1	-1	2	3
1	-1	15	-1	-1	-1	2	4	-1	-1	-1	-1	-1	-1	-1	-1
8	11	12	9	13	-1	-1	-1	10	-1	-1	15	-1	4	-1	-1
-1	10	-1	-1	-1	3	-1	-1	-1	-1	-1	9	-1	-1	8	-1
5	3	-1	-1	-1	15	8	14	1	-1	-1	-1	-1	11	10	-1
