4
2178
-1	-1	6	-1	-1	2	-1	3	-1	-1	1	15	-1	16	10	13
14	5	-1	1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	12
-1	-1	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	6	-1	-1	-1
-1	-1	7	-1	12	-1	-1	11	9	-1	13	10	14	-1	-1	4
-1	6	-1	14	5	-1	10	-1	16	-1	9	1	-1	7	-1	8
-1	10	-1	-1	2	4	-1	-1	-1	-1	-1	-1	-1	3	-1	9
13	8	16	-1	-1	-1	-1	9	5	-1	-1	-1	2	-1	-1	-1
5	-1	-1	-1	8	3	15	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	13	-1
9	-1	-1	-1	-1	8	-1	1	-1	-1	-1	3	4	15	-1	-1
8	7	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	6	-1	-1
-1	4	-1	2	10	7	-1	-1	6	8	16	-1	5	-1	1	14
3	12	11	-1	7	-1	2	-1	15	-1	-1	-1	-1	5	-1	-1
-1	1	-1	-1	13	11	-1	-1	-1	-1	7	6	-1	9	-1	-1
7	-1	-1	4	-1	-1	-1	5	-1	-1	-1	-1	-1	-1	-1	-1
2	-1	-1	-1	6	-1	14	-1	-1	3	-1	11	-1	13	4	-1
