4
2145
1	-1	3	4	2	-1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1
-1	15	-1	-1	-1	-1	12	-1	2	-1	4	-1	10	-1	-1	-1
12	-1	10	-1	-1	-1	-1	-1	11	7	13	16	-1	-1	3	-1
13	-1	5	-1	-1	8	-1	-1	-1	-1	-1	-1	-1	11	9	-1
4	14	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	6	-1	2
8	6	-1	-1	-1	-1	15	-1	12	13	7	-1	5	-1	-1	10
-1	7	11	2	-1	4	-1	-1	5	10	-1	6	1	-1	15	-1
-1	13	-1	-1	-1	-1	-1	-1	-1	11	-1	-1	-1	3	-1	-1
-1	-1	-1	-1	5	-1	-1	3	-1	12	-1	4	-1	16	10	-1
15	5	-1	1	-1	11	14	-1	-1	-1	-1	10	-1	-1	6	-1
2	-1	-1	-1	-1	-1	-1	-1	15	9	-1	5	14	-1	-1	-1
-1	-1	-1	6	4	-1	8	10	13	-1	11	-1	-1	-1	-1	12
-1	-1	-1	-1	7	13	11	-1	1	-1	14	-1	-1	-1	-1	-1
9	-1	-1	15	14	-1	16	-1	8	-1	-1	-1	6	-1	1	7
10	-1	13	-1	-1	2	-1	6	7	-1	-1	-1	-1	9	8	-1
-1	4	-1	-1	8	1	-1	-1	6	-1	-1	9	2	-1	-1	-1
