4
1110
-1	-1	16	10	-1	9	4	-1	14	-1	-1	-1	-1	-1	2	3
-1	-1	-1	-1	-1	-1	6	-1	-1	-1	-1	10	-1	-1	-1	-1
3	-1	11	-1	12	-1	14	1	-1	6	13	9	5	-1	-1	-1
5	-1	-1	8	7	16	-1	-1	-1	-1	12	-1	15	6	-1	10
-1	14	6	-1	-1	-1	13	-1	2	-1	-1	12	8	16	-1	5
-1	-1	-1	4	-1	8	-1	11	-1	16	14	-1	-1	-1	-1	1
-1	8	5	11	-1	-1	15	-1	9	-1	-1	3	-1	4	10	-1
16	1	12	-1	9	-1	7	-1	-1	-1	-1	-1	-1	14	-1	-1
-1	-1	4	-1	5	-1	-1	-1	-1	-1	3	-1	9	-1	1	-1
8	-1	-1	14	-1	-1	3	-1	-1	15	-1	6	2	-1	-1	-1
-1	16	15	12	1	-1	-1	-1	-1	13	-1	-1	-1	8	-1	14
-1	-1	10	6	-1	-1	11	-1	-1	-1	-1	-1	-1	-1	5	16
7	12	1	-1	15	-1	-1	-1	-1	10	6	16	-1	9	-1	11
-1	-1	-1	-1	13	-1	-1	-1	-1	1	-1	-1	4	-1	-1	-1
-1	4	-1	-1	-1	-1	-1	7	-1	-1	9	15	-1	-1	16	-1
15	-1	3	-1	-1	2	-1	14	-1	-1	11	-1	7	-1	-1	8
