4
1659
-1	-1	7	-1	-1	12	-1	-1	2	-1	-1	8	-1	15	6	-1
-1	-1	1	-1	5	-1	-1	-1	16	12	-1	-1	-1	-1	-1	-1
-1	-1	-1	16	14	-1	8	-1	-1	-1	-1	7	-1	-1	-1	-1
-1	15	3	-1	-1	-1	-1	-1	14	4	-1	-1	-1	7	-1	10
-1	8	-1	-1	9	-1	-1	1	4	-1	-1	14	-1	-1	2	-1
15	-1	-1	5	-1	16	-1	-1	-1	9	-1	-1	-1	3	-1	-1
-1	-1	-1	14	-1	2	13	15	-1	16	-1	5	9	-1	1	7
-1	-1	10	2	-1	-1	-1	14	-1	-1	-1	-1	-1	6	-1	11
5	16	-1	-1	6	-1	-1	9	-1	2	-1	-1	-1	-1	11	14
10	-1	-1	-1	2	4	1	5	-1	11	-1	-1	-1	-1	12	9
-1	13	-1	-1	-1	10	-1	16	-1	5	-1	4	-1	-1	-1	15
-1	7	-1	-1	-1	-1	15	-1	8	-1	9	-1	-1	-1	-1	3
-1	-1	-1	-1	-1	6	-1	-1	-1	-1	-1	-1	-1	1	7	4
-1	-1	2	-1	16	-1	-1	-1	3	-1	10	12	8	11	-1	5
-1	-1	-1	8	-1	11	14	-1	7	-1	-1	-1	-1	16	-1	-1
14	1	-1	-1	3	-1	9	-1	-1	-1	6	-1	-1	-1	-1	-1
