4
2239
-1	-1	-1	-1	5	-1	3	12	6	-1	2	-1	-1	13	10	-1
-1	-1	14	-1	11	-1	-1	16	-1	-1	-1	4	1	6	-1	-1
-1	3	9	13	8	-1	2	-1	-1	-1	-1	11	-1	-1	16	-1
-1	-1	11	-1	-1	13	-1	-1	10	-1	8	15	-1	-1	-1	-1
-1	11	8	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	-1
-1	-1	10	-1	3	8	-1	-1	12	-1	-1	-1	14	-1	-1	4
14	-1	4	9	-1	-1	-1	10	-1	-1	-1	13	-1	3	-1	-1
15	-1	-1	12	7	-1	-1	-1	-1	-1	1	-1	13	9	-1	8
6	-1	-1	10	-1	-1	-1	1	4	-1	-1	3	-1	-1	-1	-1
-1	-1	1	-1	9	5	-1	-1	2	-1	15	-1	4	-1	-1	-1
-1	15	2	-1	-1	7	-1	4	-1	-1	-1	16	-1	-1	13	-1
-1	-1	-1	16	-1	-1	-1	6	-1	-1	13	-1	-1	-1	-1	2
-1	-1	16	14	-1	3	10	-1	11	8	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	9	-1	-1	6	1	-1	-1	14	-1
8	10	6	-1	1	11	12	7	-1	-1	-1	-1	-1	-1	2	16
7	12	-1	-1	15	16	-1	-1	-1	5	-1	10	-1	-1	3	-1
