4
1841
9	-1	-1	5	-1	-1	10	14	-1	15	-1	-1	-1	-1	-1	1
-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	13	10	-1	8	-1
8	-1	-1	-1	12	-1	6	-1	-1	10	-1	-1	-1	7	14	13
-1	-1	14	7	8	-1	-1	-1	-1	-1	-1	-1	5	-1	3	-1
15	-1	-1	-1	-1	9	-1	-1	7	4	-1	-1	-1	2	-1	-1
-1	8	10	-1	-1	2	11	1	-1	-1	-1	-1	4	-1	-1	-1
13	4	-1	-1	5	-1	-1	-1	-1	-1	12	10	-1	-1	15	-1
-1	14	-1	-1	16	-1	-1	-1	-1	-1	-1	6	12	-1	10	8
-1	12	-1	-1	-1	5	4	9	1	-1	7	-1	8	-1	13	-1
7	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	15	1	4	12
-1	-1	-1	-1	-1	-1	-1	13	10	-1	6	-1	11	-1	-1	9
-1	2	-1	-1	-1	-1	-1	12	14	-1	16	15	-1	-1	7	-1
12	-1	-1	9	11	1	-1	-1	-1	14	-1	-1	3	6	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	6	-1	11	-1	-1	13	-1	-1
10	6	11	-1	-1	15	-1	4	-1	-1	-1	16	-1	-1	-1	-1
14	7	15	-1	13	-1	2	-1	-1	-1	3	-1	-1	12	-1	-1
