4
2918
-1	-1	-1	12	-1	-1	15	2	6	-1	-1	-1	-1	9	-1	-1
5	1	8	3	-1	-1	-1	11	12	14	-1	-1	-1	4	-1	-1
-1	10	-1	-1	-1	3	1	-1	-1	9	-1	-1	13	15	-1	12
-1	-1	15	-1	-1	13	-1	-1	-1	11	10	-1	-1	6	-1	-1
2	-1	-1	7	14	9	-1	3	15	16	-1	-1	-1	10	-1	-1
-1	-1	-1	-1	-1	8	-1	5	-1	-1	7	9	-1	-1	-1	-1
-1	-1	5	-1	-1	-1	-1	7	-1	6	11	4	-1	-1	-1	1
-1	-1	-1	1	-1	-1	-1	-1	-1	5	8	2	6	-1	-1	-1
-1	-1	14	-1	-1	1	-1	12	-1	8	6	-1	2	13	-1	7
-1	11	-1	-1	3	14	8	-1	-1	-1	-1	-1	-1	-1	15	-1
-1	-1	-1	-1	-1	-1	-1	-1	16	-1	13	-1	14	-1	11	6
6	-1	3	-1	-1	16	7	-1	2	-1	-1	-1	-1	-1	-1	10
-1	-1	1	6	-1	5	-1	-1	-1	-1	-1	-1	8	14	-1	-1
3	13	-1	-1	-1	-1	12	8	4	10	-1	-1	16	-1	5	-1
7	-1	-1	14	-1	-1	16	-1	-1	-1	-1	-1	11	12	-1	4
8	5	-1	-1	-1	-1	-1	13	-1	-1	9	-1	10	-1	-1	2
