4
2115
8	-1	-1	-1	10	-1	12	-1	-1	-1	-1	-1	-1	11	-1	-1
4	-1	13	6	-1	-1	14	15	-1	-1	-1	-1	-1	1	-1	-1
15	7	14	-1	9	-1	-1	4	11	-1	-1	-1	13	-1	-1	-1
-1	-1	1	5	-1	-1	-1	11	-1	13	-1	-1	2	4	8	9
12	-1	11	13	-1	-1	8	-1	3	1	-1	2	-1	-1	-1	10
-1	4	-1	-1	-1	-1	-1	16	10	-1	-1	8	-1	-1	5	15
3	-1	-1	-1	-1	-1	-1	-1	-1	11	7	-1	-1	-1	-1	-1
16	-1	9	7	-1	10	-1	-1	15	-1	-1	13	6	-1	-1	11
-1	-1	3	-1	-1	-1	1	5	-1	8	-1	-1	-1	13	-1	-1
6	13	-1	-1	15	-1	-1	-1	-1	-1	-1	-1	11	5	1	3
-1	-1	-1	-1	3	-1	-1	12	7	-1	-1	-1	-1	-1	15	-1
14	1	-1	-1	2	-1	16	-1	6	12	-1	-1	-1	9	-1	-1
-1	-1	12	-1	-1	9	11	-1	-1	-1	10	-1	-1	-1	16	-1
-1	3	6	-1	-1	-1	-1	2	12	4	-1	-1	-1	10	-1	8
-1	9	15	1	-1	8	-1	-1	14	-1	-1	-1	-1	3	-1	7
-1	8	10	-1	-1	-1	-1	-1	-1	-1	9	-1	5	15	12	-1
