4
1746
-1	-1	6	-1	-1	-1	-1	-1	1	5	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	13	-1	-1	-1	-1	-1	4	11	14	-1	-1	9
-1	11	-1	12	16	8	15	-1	-1	-1	-1	3	7	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	15	3	1	2	-1
4	1	8	-1	11	-1	2	-1	-1	-1	-1	-1	-1	5	-1	10
12	-1	9	-1	-1	-1	-1	-1	7	-1	-1	-1	13	4	-1	16
-1	3	-1	13	-1	-1	-1	-1	-1	11	-1	-1	-1	14	12	6
-1	5	10	15	-1	-1	4	-1	-1	14	-1	-1	-1	-1	-1	-1
6	8	-1	-1	9	-1	-1	-1	5	-1	16	14	-1	-1	11	-1
-1	9	-1	-1	15	14	-1	5	-1	-1	-1	-1	-1	-1	16	-1
-1	10	-1	14	-1	-1	-1	7	13	4	11	8	12	-1	-1	-1
-1	7	-1	-1	-1	-1	-1	4	-1	1	12	-1	-1	-1	5	-1
-1	-1	14	-1	5	-1	3	6	-1	13	-1	-1	-1	15	-1	8
10	-1	2	-1	-1	-1	-1	-1	-1	12	-1	-1	-1	6	-1	4
15	13	-1	-1	-1	-1	-1	8	11	9	-1	-1	10	-1	-1	-1
-1	-1	-1	-1	-1	-1	12	10	15	-1	14	-1	-1	-1	9	11
