4
2126
-1	12	11	4	7	2	-1	3	14	8	-1	5	-1	-1	15	-1
-1	-1	6	-1	1	8	-1	9	10	-1	-1	-1	-1	5	-1	13
-1	-1	-1	-1	14	-1	10	-1	-1	-1	-1	-1	11	-1	-1	-1
-1	-1	-1	13	5	-1	-1	-1	-1	12	7	-1	-1	-1	-1	9
16	-1	-1	1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	3
-1	15	-1	-1	4	-1	-1	-1	-1	-1	-1	7	12	-1	16	-1
-1	-1	-1	-1	9	7	14	6	-1	-1	-1	-1	13	-1	-1	8
10	2	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	1
-1	-1	14	-1	-1	5	-1	-1	16	9	-1	13	-1	-1	7	-1
-1	1	10	-1	11	-1	-1	8	3	-1	-1	-1	-1	-1	13	16
4	-1	-1	16	-1	-1	-1	-1	-1	-1	1	-1	-1	10	9	11
-1	-1	13	-1	-1	15	-1	2	-1	7	5	-1	-1	4	12	-1
-1	-1	12	10	-1	4	-1	-1	-1	-1	-1	-1	15	-1	-1	-1
6	13	-1	5	-1	16	-1	-1	-1	-1	14	-1	8	11	-1	7
-1	9	-1	-1	12	-1	7	-1	13	3	-1	-1	-1	-1	-1	-1
-1	8	-1	14	2	10	3	-1	-1	-1	4	-1	-1	-1	-1	12
