4
2575
1	-1	-1	11	-1	13	-1	7	-1	-1	14	3	-1	12	8	-1
-1	3	-1	12	-1	-1	-1	-1	-1	-1	4	-1	2	-1	9	5
4	16	14	-1	-1	15	-1	12	-1	-1	1	-1	-1	-1	10	3
-1	2	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	16	-1
-1	11	16	14	2	-1	10	-1	-1	8	-1	13	4	6	-1	-1
-1	4	8	-1	-1	3	-1	13	-1	-1	-1	-1	-1	-1	2	-1
-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	9	-1	-1	-1
10	-1	-1	5	7	-1	-1	11	-1	-1	2	-1	-1	-1	-1	12
-1	-1	-1	-1	13	8	-1	15	7	14	-1	-1	16	-1	-1	-1
-1	-1	-1	16	9	-1	-1	-1	2	10	-1	1	-1	-1	-1	-1
5	-1	2	-1	-1	-1	-1	-1	6	-1	-1	11	-1	-1	15	-1
11	-1	-1	-1	16	7	-1	-1	4	-1	-1	-1	-1	-1	13	-1
-1	14	15	-1	-1	16	-1	8	-1	13	-1	-1	3	10	4	-1
2	5	-1	3	11	-1	15	1	-1	-1	-1	16	6	14	-1	-1
-1	-1	11	13	-1	-1	-1	-1	-1	-1	10	5	-1	8	12	-1
-1	-1	-1	6	-1	-1	-1	-1	3	-1	-1	14	-1	-1	5	15
