4
14
12	-1	16	-1	-1	-1	9	15	-1	13	-1	-1	2	-1	14	10
-1	-1	-1	-1	-1	-1	-1	14	15	11	9	-1	4	5	-1	-1
-1	-1	-1	-1	6	-1	-1	8	-1	-1	1	-1	-1	11	-1	9
-1	4	-1	8	5	-1	-1	-1	14	7	-1	10	1	15	-1	3
-1	14	-1	12	13	-1	15	10	-1	8	-1	11	9	-1	3	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	5	6
-1	-1	4	13	14	-1	-1	11	-1	10	-1	15	-1	12	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	5	-1	7	-1	-1	-1	-1	-1
-1	-1	-1	14	1	8	6	-1	9	5	12	-1	-1	3	-1	11
-1	10	-1	-1	15	-1	3	13	-1	2	14	-1	-1	8	-1	-1
-1	-1	-1	5	-1	-1	12	9	-1	-1	-1	-1	13	6	-1	-1
6	-1	-1	-1	-1	-1	14	4	10	3	15	13	5	-1	-1	-1
-1	2	11	-1	8	-1	10	3	-1	15	6	-1	16	-1	7	-1
-1	15	-1	-1	2	-1	-1	-1	7	12	-1	-1	-1	-1	13	8
-1	-1	13	-1	-1	-1	4	6	11	14	10	-1	-1	-1	15	-1
-1	-1	9	-1	11	-1	-1	-1	16	-1	5	-1	-1	-1	-1	-1
