4
2811
9	12	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	10	-1	-1	-1
-1	3	5	14	-1	10	-1	-1	6	4	-1	7	-1	-1	-1	12
-1	-1	-1	-1	14	-1	-1	-1	-1	-1	-1	-1	1	-1	2	-1
2	-1	-1	-1	13	-1	-1	-1	12	-1	1	16	-1	-1	7	-1
4	-1	-1	-1	-1	13	-1	7	-1	9	-1	-1	-1	-1	5	11
13	-1	-1	16	-1	-1	-1	1	3	-1	10	12	-1	-1	-1	2
-1	-1	-1	-1	9	12	16	-1	-1	5	14	-1	-1	-1	-1	-1
-1	-1	-1	-1	4	15	-1	3	-1	-1	-1	13	-1	-1	-1	-1
10	-1	12	13	11	3	-1	-1	-1	-1	-1	4	-1	-1	-1	-1
-1	-1	4	-1	15	5	-1	-1	-1	-1	-1	10	6	-1	-1	-1
-1	-1	-1	-1	1	-1	14	-1	13	3	-1	9	-1	8	-1	-1
14	11	-1	-1	12	-1	-1	-1	1	6	-1	-1	15	5	-1	-1
-1	-1	-1	3	10	-1	6	-1	9	-1	15	-1	-1	11	-1	13
16	8	2	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	5
15	1	-1	-1	7	2	-1	-1	-1	10	-1	-1	12	14	-1	8
-1	-1	-1	-1	-1	-1	9	-1	-1	13	5	2	-1	-1	-1	16
