4
1784
-1	13	-1	-1	-1	-1	-1	15	-1	12	-1	-1	2	10	-1	-1
12	8	-1	-1	-1	9	-1	7	10	-1	-1	-1	1	-1	13	3
-1	-1	14	-1	6	-1	-1	-1	-1	-1	9	11	-1	-1	-1	-1
-1	-1	-1	-1	-1	11	-1	14	-1	-1	-1	13	-1	15	-1	16
-1	-1	-1	-1	-1	-1	-1	1	-1	-1	15	-1	-1	-1	-1	11
-1	-1	8	14	2	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	13
-1	-1	-1	-1	-1	10	-1	-1	-1	5	-1	-1	-1	-1	-1	12
5	11	9	15	12	-1	13	-1	-1	-1	14	-1	-1	3	7	10
13	-1	15	11	7	4	-1	-1	-1	-1	12	-1	-1	-1	5	-1
-1	-1	5	4	3	13	-1	-1	7	-1	-1	6	-1	-1	-1	-1
-1	12	6	9	14	-1	15	5	-1	-1	-1	16	-1	-1	-1	-1
14	-1	-1	7	-1	1	-1	-1	-1	11	13	-1	-1	-1	-1	-1
-1	-1	3	-1	-1	14	-1	9	16	-1	5	8	-1	13	10	6
-1	15	7	-1	5	-1	-1	-1	-1	14	-1	-1	-1	-1	-1	2
-1	-1	11	13	-1	-1	7	-1	-1	-1	3	2	12	5	-1	-1
-1	-1	-1	-1	-1	-1	3	6	-1	7	10	-1	-1	-1	9	-1
