4
1943
6	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	12	-1	10	-1	-1
-1	3	14	16	-1	5	9	-1	7	-1	1	6	-1	-1	13	-1
-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	11	-1	-1	15	16
-1	8	-1	-1	-1	4	-1	-1	-1	13	10	-1	1	-1	14	-1
-1	-1	-1	11	15	-1	-1	14	9	-1	8	-1	5	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	6	-1	-1	15	13	-1	-1	-1	10
14	-1	-1	-1	-1	11	-1	-1	-1	10	12	-1	-1	-1	-1	13
5	-1	-1	13	-1	-1	-1	10	-1	-1	-1	-1	-1	14	11	7
16	4	-1	-1	-1	-1	11	-1	6	-1	-1	-1	8	-1	-1	-1
-1	-1	-1	3	9	15	-1	7	1	-1	-1	-1	6	13	12	-1
-1	-1	-1	-1	-1	-1	12	-1	-1	-1	-1	3	9	-1	-1	15
-1	-1	15	-1	-1	-1	4	13	5	-1	-1	2	-1	-1	-1	-1
-1	7	-1	-1	11	13	-1	-1	-1	-1	-1	-1	-1	6	2	8
-1	-1	5	12	-1	6	-1	4	-1	8	3	-1	14	1	-1	-1
11	14	-1	-1	5	-1	-1	1	15	-1	-1	-1	4	7	-1	-1
15	-1	-1	8	12	-1	-1	-1	14	-1	4	-1	-1	-1	-1	-1
